SKU,Quantity,PopularMonths
9-2077004025,2.0,february
925278503364,1.0,january
925278503472,1.0,november
9-4559001197|EE0019|T/U,1.0,june-july
9-4631000109,2.0,april
9-4686000939|EC1055|29/29,1.0,march
9-4842000608|EE0001|5,0.0,april
9-4862000910,1.0,february
9-4862001071,3.0,may
9-4871000095|EA5964|38,2.0,may
9-4896003884,14.0,september-october
9-4985000082,2.0,july
9-4985000085,2.0,july
9-5289000044,3.0,january-december
959278501991,2.0,november
1048097,4.0,august-october
1049697,4.0,october
1059627,5.0,june
1059762,2.0,june
1059813,3.0,april
1059851,2.0,march
1059852,4.0,march
12309508,4.0,november-december
12310260,1.0,december
12310302,9.0,january-december
12310570,1.0,november-december
35H8385|L031|TM,1.0,november-december
3200654963189|P0000|S,1.0,april
3EF9621|L166|T38,2.0,may
3G2013033|G0005|S,1.0,july
3G2013033|G0005|XL,1.0,july-august
3G2013042|G0433|3XL,2.0,july-august
3G2013042|G0433|M,3.0,may
3GU902513003|G0322|L,4.0,may
9-3504001835|EE0865|X-LARGE,1.0,december
9-4508000062|EE5628|30-32,0.0,july
9-4622000185,2.0,december
9-4623000115,1.0,november
9-4857000112|EB8604|41,0.0,may
9-4896000761,22.0,february-march
9-4896000814,0.0,october-november
9-4896001978,9.0,december
9-4896002086,6.0,may
9-4896002138,16.0,january-february
9-4896004069,8.0,june
9-4896004201,1.0,july
9-4896004208,6.0,october
9-4896004933,10.0,january-december
9-4896004971,1.0,may
9-4896005253,15.0,march-may
9-4896005332,10.0,march
9-5000000744|EC7797|40,2.0,june
9-5035000171|EE0334|39,2.0,may
9-5035000175|EE0019|39,1.0,may
9-5035000199|EE0018|39,2.0,april
959300800277,2.0,january-december
1038987,4.0,july
1041150,2.0,july
1059623,3.0,april
1059636,5.0,december
1059644,0.0,march
1059646,4.0,november
1059771,2.0,october
12310339,1.0,july-august
35H3386|LW34|TXXL,2.0,february
35H3411|LVDP|TL,1.0,january-december
37-45SFA00012G9|0000|8,1.0,july
3EN202401|B435BG|T33,3.0,may
3G1000304-34|G0113|32,1.0,july
3GS30638840|G69|41,0.0,may
3GU902513033|G0433|M,1.0,april
3NCW47119|NC1BW|L,0.0,november
3XF7260|LHHW|T38,2.0,july-september
9-3308011850|EC6140|M,2.0,june-july
9-3461001484|EE1044|ONE SIZE,2.0,may
9-3504001838|EE0810|XX-LARGE,1.0,december
9-4203000445|ED5014|8-K,2.0,march
9-4623000130,2.0,june
9-4669001016|EB4374|5,0.0,april
9-4669001016|EB4374|6X/7,1.0,march
9-4896000317,11.0,july
9-4896004138,9.0,january-december
9-4896004163,8.0,july-august
9-4896004170,17.0,january-february
9-4896004623,6.0,july
9-4896004671,8.0,february
9-4896005234,14.0,march-april
9-4896005254,0.0,april
9-4896005434,15.0,may
9-5035000029|EE0019|37,1.0,june-august
9-5035000171|EE0334|38,1.0,may
9-5036000044|EE0019|43,1.0,february
989278502693,1.0,january
989278502826,1.0,january
998278503099,1.0,november
1059034,1.0,july
1080545,3.0,june
1080587,1.0,november-december
1080848,4.0,december
1080893,5.0,july
1080964,4.0,november-december
1083854,2.0,june-august
1084467,10.0,november-december
1085264,5.0,may
1058925,3.0,july
1080525,2.0,september
1084130,2.0,april
1084337,2.0,may
1085080,5.0,may
3412959137002|P0000|S,0.0,may
3SF2565|LBMY|T38,0.0,march
900278504066,1.0,november-december
900278504532,3.0,april
9-1683022343|EE0684|10,1.0,april
929207702519,2.0,july
9-3548000367|EE0019|75,1.0,may
9-4237004291|EE0019|5,2.0,july
9-4238001958|EE0001|9,0.0,june
9-4552000826|EE1059|36-40,2.0,january
9-4552000998|EE1059|36-40,0.0,january
9-4580000023|EE2890|390,3.0,august
9-4619000040,2.0,december
9-4619000067,3.0,april
9-4619000193,2.0,april
9-4824002011|EE0068|MEDIUM,0.0,may
9-4896001208,1.0,november
9-4896002899,3.0,may-june
949300800221,2.0,november-december
9-5168000008|EE0419|10,1.0,may
1080449,6.0,january
1080511,1.0,november-december
1080914,3.0,august
1084091,2.0,january-december
1084343,1.0,september-december
1084553,0.0,february
1084312,3.0,january
1085077,2.0,april
900240501369,1.0,may
9-3370026274|EE0051|5-6,0.0,april
9-4508000811|ED7607|M,1.0,april-may
9-4730000379|EE0847|1SZ,3.0,may
9-4896001148,3.0,november
9-4896001230,14.0,april
1058561,5.0,september-october
1059008,2.0,july-august
1080441,2.0,july-august
1084131,0.0,august-september
1084338,3.0,october-november
1084362,2.0,september-october
1084633,4.0,november-december
1085117,4.0,march-april
1084785,2.0,march-april
12305879,1.0,january
12306332,6.0,november
3G7006299|G0433|M,1.0,august
900241800281,1.0,march-may
900278503972,1.0,april
900278504271,1.0,november-december
917241800138,1.0,january-december
9-2077003506,1.0,july
9-3372016253|EE0051|13-14,2.0,may
9-3548000536|EE0019|85,1.0,january
9-3970008584|EE0019|L,1.0,april
9-4318000549|EE0018|XL,2.0,june-july
9-4499002413|EE0004|3,0.0,may
9-4577000210|EA5985|356,2.0,june-july
9-4620000016,1.0,march-april
9-4896001323,10.0,august-october
9-4896003004,12.0,october-november
9-4961000036|EE7957|43,1.0,april
9-5142000017|EE6931|XXL,0.0,april-may
9-5142000229|EE2555|3634,1.0,may
9-5142000284|EE3244|XL,1.0,april-may
9-5143000171|EE3264|XS,0.0,may
1058683,4.0,july
1058726,5.0,july
1059192,4.0,july
1080994,3.0,june-july
1084121,4.0,may
1084319,0.0,february-march
1084424,3.0,january
1080505,5.0,july
1083911,2.0,july-september
1084335,2.0,march
3412802952004|P0000|XL,1.0,may
900278504039,6.0,january
900278800822,1.0,january
900278800933,1.0,july
917241800119,1.0,july
9-3369027388|EE0321|9-10,1.0,february
9-3372016249|EE1664|13-14,0.0,june
9-4318000882|EE0018|XXL,1.0,march-april
9-4552000816|EE1059|36-40,5.0,february
9-4668000117|EE0375|10,1.0,april
9-4824002001|ED5133|3632,0.0,april
9-4896001173,11.0,june
9-4920000129|EE0018|31,1.0,may
9-4952000135|ED2799|24,1.0,may
9-4961000035|EE7955|43,2.0,may
9-5142000277|EA8574|L,3.0,april
9-5143000031|EE6931|L,0.0,august
9-5168000016|EE0327|12,1.0,april
979240500522,1.0,july
979278502567,1.0,july
1028286,12.0,november-december
1051715,3.0,november-december
1052275,3.0,december
10697708,1.0,march-april
3200966128001|P0000|L,1.0,april
1080308,3.0,december
3200909145001|P0000|L,1.0,february-march
3200940299001|P0000|12,0.0,february
3G2003310|G0322|L,2.0,may
3G2003321|G0362|L,1.0,april
3G205069|G0248|38,2.0,july
3GW4200573|G0113|S,2.0,april
9-2212001877|EE6729|.,1.0,january-february
9-3006000524,1.0,june-july
9-3007002298,3.0,january
9-3007002581,1.0,october-november
9-3007002959,1.0,may-june
9-3007003238,1.0,january
9-3007003270,1.0,january-december
9-3007003273,1.0,october
9-3007003304,1.0,april
9-3308012460|EA7522|S,2.0,september
9-3308012475|EE0034|3XL,1.0,january-february
9-3308012486|EC6164|3XL,1.0,august
9-3308012499|EE0363|S,1.0,april
9-3308012681|ED8720|L,0.0,may
9-3308012694|EC6143|42,0.0,april
9-3371018836|EE1075|13-14,1.0,may-june
9-4560000216|EE0215|23,1.0,april
9-4763000030|EE6933|1,1.0,february
9-4825001721|ED7765|3832,1.0,may
9-4825001790|EB5556|32,2.0,may
9-4862000158,4.0,april
9-4862000296,7.0,september-october
9-4896002490,6.0,july-september
9-4896002495,6.0,october
9-4896002559,10.0,july-october
9-4896002648,11.0,october-december
9-4946000254|EE1149|S,0.0,may
9-4947000266|EE1149|M,2.0,july
9-4947000409|EC3785|110,1.0,april
9-4947000493|EE1149|ONESI,0.0,march
9-5104000004|ED1046|44,1.0,may
9-5223000040|EE0056|T.U.,1.0,march
9-5235000073|EA9000|OS,2.0,december
980207700054,2.0,november-december
1031232,3.0,february
1031865,6.0,june
1051625,5.0,september-october
1052232,5.0,november-december
1057230,9.0,july-august
1057392,1.0,november
1080187,7.0,november-december
1080189,1.0,november-december
1080295,2.0,january
3200932225002|P0000|L,2.0,may
3G2003339|G0433|XXL,3.0,may
3G205066|G0410|31,1.0,july
3G905251-1|G0401|158+,1.0,may
3GW4200564|G0651|L,1.0,may
3GW4200573|G0113|L,1.0,may
3NCK41050|NC0TB|XXL,2.0,may-july
9-0995032870|EE0006|5,1.0,april
9-0995033062|EE1754|6,0.0,may
9-2212001980|EE0848|.,2.0,may
9-2696023193|EE0051|L-12,1.0,may
9-3007002434,1.0,november-december
9-3007002628,1.0,february
9-3007002788,1.0,may
9-3007002899,1.0,january-december
9-3007003041,1.0,june
9-3007003314,1.0,april
9-3308012430|ED2066|M,5.0,july-august
9-3308012443|ED2068|36,1.0,september
9-3308012464|EA5968|XXL,1.0,august
9-3308012478|EC6164|33,2.0,july
9-3308012626|EE0034|M,6.0,february-march
9-3308012665|EE0019|XL,5.0,may
9-3308012691|ED8723|XXL,1.0,may
9-3308012705|ED8720|M,3.0,may
9-3308012715|ED0251|M,1.0,may
9-3308012715|ED0251|XXL,1.0,may
9-4137001147|EB8842|C6,1.0,may
9-4551001723|EE0005|46,1.0,february
9-4551001955|EE0011|48,1.0,may
9-4574001573|EE0810|2,1.0,april
9-4574001606|EC6825|8,1.0,april
9-4574001687|EE0215|8,1.0,april
9-4649000002|EE0018|M,1.0,february-march
9-4825001739|ED7767|3632,1.0,april
9-4862000134,4.0,november-december
9-4862000176,10.0,december
9-4862000178,10.0,april
9-4862000340,5.0,august-september
9-4896001454,1.0,january-december
9-4896002300,15.0,march
9-4896002430,4.0,october
9-4896002513,6.0,january
9-4896002514,5.0,october-november
9-4947000374|EE1149|M,1.0,may
9-5000001508|EE0322|M,1.0,july
9-5000001541|EE1131|40,1.0,july
9-5000001845|ED2847|S,1.0,june
9-5094000077|EC5338|1,1.0,april
9-5103000027|ED4682|40,1.0,january
9-5235000015|EE7960|OS,0.0,february
9-5238000000,5.0,january
9-5238000008,10.0,january-december
1042910,3.0,february-march
1053401,4.0,october-november
1054599,3.0,may
1054875,5.0,september
1058081,3.0,december
1081081,4.0,march-june
1081716,8.0,november-december
1081717,3.0,july
1082655,6.0,june
1082673,3.0,february
1082842,5.0,january-february
1083587,6.0,january-december
1057815,3.0,july
1083610,0.0,august
1083751,1.0,april
3G2067021|G0433|XL,1.0,april
3GW4200290|G0110|M,2.0,may
3NCN7R02882|NC512|S,2.0,may
9-2077003922,1.0,november
9-2077004264,1.0,march
9-3008000589,1.0,july
9-3308011945|EE0018|3XL,1.0,june
9-4686000938|ED7752|28/32,1.0,february
9-4690000134|EE0019|L,1.0,november-december
9-4842000614|EE0018|10,1.0,april
9-4862000469,1.0,january-december
9-4896001575,8.0,october-november
9-4896001605,10.0,july-august
9-4896003400,6.0,january-december
9-4896003498,5.0,october-november
9-4896003658,1.0,november
9-4896003680,6.0,february
9-4985000029,3.0,july
9-4985000101,4.0,march
9-4985000556,2.0,october
9-4985000758,3.0,june
9-5289000030,4.0,october
1044021,3.0,june
1054562,0.0,may-july
1054873,10.0,may
1081098,5.0,july
1082438,6.0,march
1082845,3.0,october-november
1081999,3.0,july
3297967122002|P0000|XL,1.0,april
3PF5445|L001|T40,1.0,july-august
9-2077004272,0.0,january
9-3008000618,4.0,march
9-3047000993|EE0016|ONESIZE,2.0,august-september
9-3309010167|ED8724|100,2.0,may
9-4357000486|EE0848|80,1.0,may
9-4447000231|EE2133|075,1.0,may
9-4447000234|ED2076|090,1.0,may
9-4508000589|EE1909|32-32,1.0,march
9-4508000695|EC4968|M,5.0,june-july
9-4559001609|EE0019|T/U,1.0,march
9-4559001610|EE0019|T/U,0.0,may
9-4842000636|EE1357|14,0.0,may
9-4862000626,7.0,january
9-4866000021,3.0,july
9-4896001817,9.0,july-august
9-4896003550,29.0,february
9-4896003764,4.0,february
9-4896003772,1.0,august-september
9-4985000080,1.0,april-may
9-4985000090,2.0,october
9-4985000676,2.0,january
9-4985000813,4.0,october-november
9-5289000017,3.0,november-december
9-5289000019,3.0,october
9-5289000027,5.0,february
9-5301000010,0.0,march-april
1082447,3.0,november-december
1083439,8.0,june
1083593,2.0,november-december
1083572,8.0,april
1082725,1.0,may
3NCN1R02896|NC459|L,4.0,april
3NCN1R02923|NC400|XL,4.0,may
3TF0352|LFYI|T36,2.0,may
909300800094,6.0,october-december
9-2077003921,2.0,december
9-2077004023,3.0,january
925278503272,0.0,january
925470700026,1.0,april
9-3008000518,0.0,november
9-3008000651,3.0,april
9-3308011948|EE3391|3XL,2.0,june
9-4156001326|EE7957|OSZ,1.0,april
9-4447000232|ED5668|075,1.0,may
9-4631000273,1.0,june-july
9-4633000157,1.0,july
9-4842000555|EA5513|9M,0.0,may
9-4842000641|EA0556|5,0.0,may
9-4896001606,7.0,july
9-4896003717,12.0,june
9-4896003737,12.0,november-december
9-4985000014,2.0,june
9-4985000161,3.0,november
9-4985000628,3.0,february
1042359,4.0,july-august
1051062,1.0,march
1053021,3.0,may
1053328,2.0,july
1082474,3.0,may
1083636,0.0,october-december
1082719,2.0,february
1083535,2.0,june
1083578,1.0,september-november
1083606,5.0,july
1083625,11.0,october-december
3GW4200288|G0093|M,0.0,february
3GW920004002|G0005|M,1.0,august
3NCN1R02892|NC453|XXXL,0.0,april
3NCN1R03000|NC506|XXL,1.0,march
9-2077004053,2.0,september
9-2077004139,3.0,november-december
9-2274025593|EE0438|34/34,1.0,may
9-3233002415|EE5219|U,0.0,february
9-4161000527|EB0538|1SZ,0.0,march-april
9-4559001176|EE0019|T/U,0.0,august-october
9-4577000030|EE0018|412,2.0,august
9-4630000165,1.0,july-august
9-4686000694|EB4374|M,0.0,may
9-4862000946,1.0,july-august
9-4896003718,13.0,november
9-4896003798,8.0,february
9-4896003864,13.0,may-june
9-4896003934,24.0,november-december
9-4975000042|EC7733|XL,2.0,july
9-4975000042|EC7734|L,2.0,july
9-4985000552,2.0,october-november
9-4985000598,4.0,november
9-4985000757,2.0,january-december
9-5289000012,3.0,october-december
1048849,3.0,september-december
1048850,2.0,july
1056045,5.0,february
1056053,2.0,december
1056538,1.0,october-december
1059434,2.0,february
1059586,3.0,july
1059635,4.0,june
1059717,1.0,november
1059849,3.0,november-december
12309815,16.0,february-march
12310784,0.0,november
12311023,14.0,september-november
3200679219107|P0000|XL,0.0,may
3200699152053|P0000|L,1.0,may
12309712,3.0,february
3200654963189|P0000|L,1.0,april-may
3BAP0016|B176SK|T40,1.0,july
3G2013033|G0113|XL,4.0,june-july
3GS29631688|G69|43,0.0,february-march
3MJ4756|LGJK|T8A,1.0,august
900470700163,1.0,september
9-0280000518,1.0,january-december
9-2077003368,1.0,june
9-3308011758|EE0034|42,0.0,january
9-4238002328|EC9274|9,1.0,may
9-4622000190,1.0,november-december
9-4724000005|EE0379|80,1.0,march
9-4724000008|EE0379|85,1.0,august
9-4781000124|EB7790|ONE SIZE,2.0,november
9-4896000575,1.0,july
9-4896000589,11.0,june-july
9-4896000809,8.0,august
9-4896000813,15.0,october-november
9-4896001091,6.0,december
9-4896001104,9.0,november
9-4896001118,5.0,january
9-4896001990,12.0,july-august
9-4896002038,7.0,july
9-4896004117,3.0,october-december
9-4896004162,29.0,january
9-4896004662,10.0,september-october
9-4896004666,9.0,september-november
9-4896004700,24.0,april-may
9-4896004980,9.0,december
9-4896005125,6.0,january-february
9-4896005136,3.0,january
9-4896005138,13.0,january-february
9-4896005209,3.0,february-april
9-4896005211,4.0,march
9-4896005280,1.0,april-may
9-4896005285,7.0,march-may
9-4896005313,4.0,april-may
9-4896005317,6.0,march
9-4896005320,6.0,march-may
9-4896005340,0.0,march
9-4896005345,6.0,april
9-5035000171|EE0334|37,0.0,may
9-5036000160|EE0019|42,2.0,may
1048045,9.0,may
1055987,0.0,june
1055995,4.0,december
12310268,3.0,october-december
3200699152053|P0000|XL,1.0,may
35H2402|L031|TXL,1.0,april
3G2009027|G0433|XL,0.0,june-august
3G2013033|G0005|3XL,1.0,august-september
3GU902513053|G0407|M,1.0,april-may
3XJ9728|L031|T12A,2.0,january
900470700149,1.0,april
909207702234,2.0,january
9-3308011730|EE0034|36,3.0,august
9-3461001499|EA1408|ONE SIZE,0.0,may
9-4238002267|ED1269|7,1.0,july
9-4621000102,1.0,april
9-4623000016,1.0,april
9-4624000021,1.0,april
9-4724000053|EE0379|XL,1.0,april
9-4896001948,6.0,july
9-4896004133,4.0,september-november
9-4896004149,11.0,october-november
9-4896004256,12.0,october-december
9-4896004428,3.0,january-december
9-4896004452,4.0,october
9-4896004963,12.0,january-february
9-4896005105,8.0,february
9-4896005185,10.0,february
9-4896005252,4.0,march-april
9-4896005277,5.0,april-may
9-5035000192|EE1059|38,2.0,may
9-5035000195|EE0019|40,2.0,may
9-5036000155|EE0018|41,1.0,march
9-5037000065|EE0055|25,2.0,may
9-4447000207|ED2062|075,1.0,july
9-4686000938|ED7752|29/32,0.0,april
9-4842000569|EA5076|6,1.0,may
9-4862000750,1.0,september
9-4866000034,3.0,january-december
9-4896001629,1.0,july-august
9-4896001808,12.0,february
9-4896003450,6.0,october-november
9-4896003564,8.0,february
9-4896003665,2.0,october-november
9-4985000002,1.0,october
9-4985000146,4.0,june-july
9-4985000795,2.0,january
9-5287000074|EE0847|.,1.0,may
9-5289000041,3.0,october-november
1044947,2.0,june-july
1053352,3.0,july
1081985,2.0,july
1082400,3.0,june
1083565,5.0,december
1083620,8.0,october-november
1083621,5.0,december
1083824,3.0,may-june
3G2062034|G0110|L,2.0,july
919300800120,2.0,september
9-2077004088,2.0,january
9-2077004204,1.0,january
9-2077004290,3.0,april-may
925278503278,1.0,june
9-3008000607,1.0,july
9-3008000608,2.0,november-december
9-4559001315|EC5533|T/U,1.0,june-july
9-4559001491|ED2028|T/U,1.0,march
9-4617000091|EE0019|39,1.0,december
9-4842000635|EE0312|8,0.0,may
9-4866000049,1.0,june-july
9-4896001855,1.0,august
9-4896003401,4.0,october
9-4896003887,1.0,may
9-4985000577,2.0,october
9-4985000655,1.0,december
103493,3.0,november
1036026,1.0,april
1041223,5.0,march-april
1048350,3.0,november
1059431,1.0,november
1059803,2.0,june
12308758,15.0,january
12309114,26.0,november
12310516,10.0,january-december
35H3386|LW34|TXL,2.0,january-february
12308823,8.0,march
12310098,0.0,november-december
3G2013042|G0403|4XL,1.0,august
909278500404,1.0,july-august
9-3393009603|EE1513|48,1.0,november
9-4508000247|EE5628|M,3.0,july
9-4669000989|EB4374|5,0.0,may
9-4669001024|EB6481|3/6M,1.0,may
9-4896000743,26.0,january
9-4896000864,7.0,november-december
9-4896000905,10.0,march
9-4896002039,73.0,august-september
9-4896002068,8.0,july-august
9-4896004142,7.0,may-june
9-4896004152,6.0,january
9-4896004702,24.0,september-october
9-4896004724,9.0,january-february
9-4896004999,1.0,january-december
9-4896005148,3.0,january
9-4896005186,2.0,february
9-4896005239,4.0,april
9-5035000188|EE0019|38,2.0,may
9-5035000196|EE0019|41,1.0,may
9-5036000079|EE0018|44,2.0,july
9-5037000063|EE1059|26,2.0,may
9-5037000069|EE0438|22,2.0,may
1041222,5.0,april
1049921,2.0,april
1055965,3.0,may-june
1056040,4.0,july
1056072,0.0,november-december
1059430,6.0,july-august
1059715,2.0,july
12310558,2.0,november-december
12309202,20.0,january
12310269,4.0,october-november
35H1803|LBCK|TM,1.0,july
37-45SMA00012G9|0000|10+,2.0,february
37-45SMA00012G9|0000|9,1.0,july-august
3CH2936|L522|T44,1.0,january
3EF7252|L70V|T36,1.0,july
3EN0052025|B435BG|T52,1.0,may
3PS1295|B032MI|TL,2.0,may
900470700166,2.0,november-december
9-0280000512,2.0,january-december
9-0995031973|EE0011|06,1.0,july
9-2077003342,3.0,july-september
9-3308011730|EE0034|33,2.0,august
9-3308011792|EE0039|33,1.0,august
9-4552000646|EE1059|41-46,1.0,february
9-4669001028|ED7427|3/6M,1.0,may
9-4857000121|EB8604|39,2.0,may
9-4896000314,16.0,january-december
9-4896000326,6.0,april
9-4896001077,10.0,june-july
9-4896002079,15.0,january
9-4896004155,4.0,october-december
9-4896004167,1.0,june-july
9-4896004420,3.0,january
9-4896004690,11.0,september
9-4896004705,6.0,october-november
9-4896004742,3.0,january-december
9-4896004944,6.0,february
9-4896004954,11.0,february
9-4896004956,5.0,january
9-4896004984,14.0,january-december
9-4896005069,18.0,january-february
9-4896005206,3.0,may
9-4896005265,0.0,may
9-4896005334,5.0,march
9-5035000123|EE0019|36,1.0,march
9-5035000191|EE0334|40,2.0,april
9-4896005098,5.0,february
9-4896005228,13.0,march-april
9-4896005251,6.0,march-may
9-4896005284,6.0,april
9-5035000099|EE0019|38,1.0,may
9-5036000015|EE0019|41,2.0,june-july
9-5036000079|EE0018|42,1.0,june
959300800269,1.0,january
1048038,5.0,october-november
1059634,5.0,june
1059764,1.0,march
12309728,1.0,november
12310557,0.0,august-september
3200654963186|P0000|L,1.0,april
35H3407|L031|TM,0.0,january-february
3CJ2150523|B166NV|T50,1.0,august
3EN202405|B021GM|TL,2.0,june
3G2009027|G0433|M,0.0,june
3NCV41050|NC1BW|XXXL,5.0,february
3PS1050|B166NV|TXL,2.0,may
9-3308011758|EE0034|36,2.0,january-december
9-3461001478|EE2291|ONE SIZE,2.0,may
9-3461001479|EE2291|ONE SIZE,2.0,may
9-4621000101,2.0,april
9-4669000683|EB0180|16,1.0,april
9-4857000112|EB8604|39,0.0,may
9-4896000690,10.0,july-august
9-4896001093,9.0,july
9-4896002102,6.0,march-april
9-4896004273,1.0,june-july
9-4896004274,5.0,february
9-4896004281,7.0,june-july
9-4896004398,1.0,july-august
9-4896004617,6.0,november
9-4896004639,7.0,february
9-4896004699,10.0,may
9-4896004722,5.0,january-february
9-4896004838,0.0,october-november
9-4896005104,32.0,february
9-4896005130,8.0,january
